Neighborhood,GroupedPrimaryPropertyTypes,YearBuilt,NumberofBuildings,NumberofFloors,ENERGYSTARScore,DistanceToDowntown,proportion_surface_parking,proportion_surface_building,Log_SiteEnergyUseWN(kBtu)
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1912.0,1.0,42.0,72.0,0.3650196658351832,0.0,1.0,17.02961457584907
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1977.0,1.0,1.0,97.0,7.159364939274908,0.0,1.0,14.556948134973423
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1927.0,1.0,8.0,76.0,0.47934929370669194,0.0,1.0,16.459722437176637
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1964.0,1.0,22.0,77.0,0.38105943242854623,0.0,1.0,16.797677993698066
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1960.0,1.0,21.0,79.0,0.4433603973469184,0.0,1.0,17.167513808873483
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1976.0,1.0,42.0,69.0,0.4482064958647065,0.0,1.0,17.696661672827616
DOWNTOWN,Bâtiments d'Hébergement,1923.0,1.0,12.0,45.0,0.33738128121263966,0.0,1.0,17.859460316771735
SOUTHEAST,Bâtiments de Vente et de Services,1980.0,1.0,2.0,80.0,3.9409054367377174,0.0,1.0,16.30706713125117
NORTHWEST,Bâtiments Industriels et de Stockage,1960.0,1.0,1.0,96.0,13.834124329561039,0.0,1.0,13.919093807720277
LAKE UNION,Bâtiments Autres,2009.0,1.0,5.0,,2.0407467609007846,0.4939382559466028,0.5060617440533972,14.942326361955333
LAKE UNION,Bâtiments Commerciaux et Administratifs,2001.0,1.0,5.0,60.0,2.058624349641813,0.3969082092765051,0.6030917907234948,15.573956233787392
BALLARD,Bâtiments Industriels et de Stockage,1973.0,1.0,1.0,2.0,6.468150066200342,0.0,1.0,15.26098567549904
BALLARD,Bâtiments Industriels et de Stockage,1959.0,1.0,2.0,55.0,7.782338926474699,0.0,1.0,15.443796818986016
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1916.0,1.0,6.0,90.0,1.7639032122506633,0.0,1.0,16.711534478916036
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1988.0,1.0,55.0,92.0,0.31051646678973316,0.20357142857142857,0.7964285714285714,17.825391422377088
DOWNTOWN,Bâtiments d'Hébergement,1930.0,1.0,21.0,58.0,0.5191076777648803,0.0,1.0,17.357262524299404
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1989.0,1.0,46.0,89.0,0.6196839722633379,0.3335975520074762,0.6664024479925238,17.88465431390413
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1958.0,1.0,10.0,91.0,0.5621062016132011,0.0,1.0,15.728250833415018
DOWNTOWN,Bâtiments de Vente et de Services,1914.0,1.0,4.0,25.0,0.753405247629825,0.0,1.0,15.458679140808018
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1983.0,1.0,29.0,93.0,0.7007591763210111,0.0,1.0,16.772999436633864
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1926.0,1.0,10.0,72.0,0.5907785458421287,0.0,1.0,15.631424690235736
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1984.0,1.0,6.0,45.0,0.6119235003051009,0.12018574160065555,0.8798142583993445,15.808291547471894
DOWNTOWN,Bâtiments d'Hébergement,1973.0,1.0,19.0,6.0,0.5726962701685374,0.17851819060611263,0.8214818093938874,17.452679499088134
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1910.0,1.0,10.0,49.0,0.597457048169026,0.0,1.0,16.28295682525785
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1920.0,1.0,8.0,,0.5466644118076803,0.0,1.0,14.765668080909968
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1929.0,1.0,14.0,89.0,0.5042609777352195,0.0,1.0,15.736107001590984
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1985.0,1.0,30.0,72.0,0.6473249557582068,0.17836026490066226,0.8216397350993377,17.80402332682799
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1906.0,1.0,4.0,72.0,0.6846176563789618,0.0,1.0,15.086570188426286
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1927.0,1.0,10.0,80.0,0.6429737672754513,0.0,1.0,15.784484746818134
DOWNTOWN,Bâtiments Autres,1996.0,1.0,6.0,,0.7396663894352267,0.5845642940237534,0.4154357059762465,16.084706381836625
DOWNTOWN,Bâtiments Autres,1996.0,1.0,4.0,,0.7615628754108504,0.6245347597583556,0.3754652402416444,15.814070284810276
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1989.0,1.0,56.0,97.0,0.6133084483577087,0.2428159827800331,0.7571840172199669,17.747032242540257
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1980.0,1.0,36.0,96.0,0.5270655328114309,0.0,1.0,17.123893539438207
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1971.0,1.0,21.0,74.0,0.4685971105999418,0.20425856446579474,0.7957414355342053,16.832086534354254
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1986.0,1.0,12.0,89.0,0.8029923577846141,0.13067833622482888,0.8693216637751711,15.37519094348444
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1999.0,1.0,4.0,72.0,1.2475756015388577,0.2,0.8,15.3306142741671
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1998.0,1.0,11.0,72.0,1.299884508629116,0.49351905022635917,0.5064809497736409,16.40545454619397
DOWNTOWN,Bâtiments Autres,1985.0,1.0,12.0,,1.1189248861747922,0.19638242894056848,0.8036175710594315,16.4853037360813
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1923.0,1.0,11.0,96.0,0.9329319704534426,0.0,1.0,15.6151783405528
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1925.0,1.0,4.0,83.0,1.0357760478282152,0.0,1.0,14.731931181402155
DOWNTOWN,Bâtiments de Vente et de Services,1929.0,1.0,8.0,,0.7464987673004627,0.0,1.0,16.68718906964012
EAST,Bâtiments Autres,1999.0,1.0,5.0,,0.6448691648103373,0.470645083353467,0.529354916646533,16.76548298878349
EAST,Bâtiments Autres,1988.0,1.0,9.0,,0.723916769016419,0.0,1.0,15.306119100024695
EAST,Bâtiments Commerciaux et Administratifs,1945.0,1.0,3.0,65.0,0.723916769016419,0.39097744360902253,0.6090225563909775,16.455260790324115
EAST,Bâtiments Commerciaux et Administratifs,1992.0,1.0,14.0,58.0,0.8437352015977934,0.5908719452647075,0.4091280547352925,16.867465827435698
LAKE UNION,Bâtiments d'Hébergement,1979.0,1.0,5.0,34.0,1.9401369274145794,0.2697652659676931,0.7302347340323069,16.088457137539923
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1981.0,1.0,5.0,77.0,2.810080796502874,0.1394532411672119,0.8605467588327881,16.61115842526611
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,2001.0,1.0,1.0,59.0,4.973568991007055,0.0,1.0,14.502607283883611
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1963.0,1.0,1.0,45.0,6.29276901557624,0.0,1.0,14.96416635202559
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1963.0,1.0,1.0,93.0,6.478737946682196,0.0,1.0,13.54549222571245
LAKE UNION,Bâtiments Commerciaux et Administratifs,1962.0,1.0,3.0,19.0,3.2128514320472217,0.2421185372005044,0.7578814627994955,16.7317589968128
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1960.0,1.0,1.0,97.0,7.531396809198149,0.0,1.0,13.561734056624541
LAKE UNION,Bâtiments Commerciaux et Administratifs,2001.0,1.0,7.0,81.0,2.7607776357361895,0.32132183908045975,0.6786781609195403,15.283983344488117
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1984.0,1.0,6.0,95.0,2.3990890829707907,0.3543736484157082,0.6456263515842918,14.964553806816648
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1996.0,2.0,5.0,83.0,2.771084356054305,0.5402587172911109,0.45974128270888914,15.549233080496554
LAKE UNION,Bâtiments Commerciaux et Administratifs,2001.0,1.0,3.0,7.0,4.771636703834606,0.4595697078989749,0.5404302921010251,16.272725044755187
NORTH,Bâtiments Commerciaux et Administratifs,1974.0,1.0,5.0,56.0,10.69072961811211,0.0,1.0,15.525962533903458
NORTH,Bâtiments Commerciaux et Administratifs,1979.0,1.0,6.0,53.0,10.572869717179682,0.0,1.0,15.664484133925844
NORTH,Bâtiments Commerciaux et Administratifs,1983.0,1.0,5.0,93.0,10.48118133143329,0.0,1.0,15.52671539684207
NORTH,Bâtiments Commerciaux et Administratifs,1979.0,1.0,4.0,20.0,10.651262930537664,0.0,1.0,15.372152995671103
DELRIDGE,Bâtiments Commerciaux et Administratifs,1960.0,1.0,3.0,55.0,4.801331577981903,0.0,1.0,15.300425069432485
LAKE UNION,Bâtiments Commerciaux et Administratifs,1982.0,1.0,4.0,54.0,1.9680506746650759,0.45473533448708003,0.54526466551292,15.40456146038387
GREATER DUWAMISH,Bâtiments de Vente et de Services,2005.0,1.0,1.0,25.0,4.420522291308449,0.0,1.0,16.963691993155557
LAKE UNION,Bâtiments Commerciaux et Administratifs,1929.0,1.0,8.0,,1.578166288014275,0.0,1.0,17.687482126083356
EAST,Bâtiments Autres,1975.0,1.0,8.0,,0.6587226177854112,0.0,1.0,17.929898649835803
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1985.0,1.0,4.0,81.0,2.428778778800338,0.33105350882234613,0.6689464911776539,14.920151885397814
BALLARD,Bâtiments de Vente et de Services,1999.0,1.0,1.0,62.0,6.7129021019131585,0.0,1.0,16.76160999990433
LAKE UNION,Bâtiments Commerciaux et Administratifs,2009.0,1.0,5.0,95.0,2.134045765862567,0.35902689693303413,0.6409731030669659,15.585276175917441
LAKE UNION,Bâtiments de Soins de Santé,1928.0,1.0,3.0,,2.0733359565015923,0.0,1.0,16.306479627427812
LAKE UNION,Bâtiments de Soins de Santé,2003.0,1.0,4.0,,1.9710045186448695,0.4635655314543517,0.5364344685456484,17.36357872808666
LAKE UNION,Bâtiments Commerciaux et Administratifs,2004.0,1.0,6.0,96.0,2.012193648457621,0.37752186212145145,0.6224781378785486,14.990533427651162
LAKE UNION,Bâtiments Commerciaux et Administratifs,2009.0,1.0,5.0,96.0,2.0975485717208846,0.3641112476067156,0.6358887523932845,15.889942572891398
LAKE UNION,Bâtiments Industriels et de Stockage,1914.0,1.0,5.0,56.0,2.3023860985519224,0.0,1.0,14.849380037962868
LAKE UNION,Bâtiments Commerciaux et Administratifs,2002.0,1.0,5.0,71.0,2.628302437859798,0.36858359083416,0.6314164091658401,17.230007145182725
LAKE UNION,Bâtiments Commerciaux et Administratifs,2001.0,1.0,6.0,49.0,2.3632001267268445,0.41925575483688743,0.5807442451631125,16.284684004108477
LAKE UNION,Bâtiments Autres,1997.0,1.0,5.0,,2.628302437859798,0.0,1.0,18.73626573143058
LAKE UNION,Bâtiments Commerciaux et Administratifs,2006.0,1.0,4.0,97.0,1.8414217160366997,0.35113146757158653,0.6488685324284135,15.749562027140453
LAKE UNION,Bâtiments Commerciaux et Administratifs,2006.0,1.0,6.0,97.0,1.8438491964744874,0.36259951237698074,0.6374004876230193,15.837689445077167
LAKE UNION,Bâtiments de Soins de Santé,1963.0,1.0,4.0,,2.1767852177647984,0.0,1.0,17.030508031742237
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1974.0,1.0,5.0,80.0,2.658910069986308,0.23649247121346323,0.7635075287865367,15.084867510159693
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1972.0,1.0,5.0,69.0,2.678311340025795,0.23418752437541582,0.7658124756245842,15.16046397482862
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1970.0,1.0,5.0,86.0,2.678311340025795,0.23418752437541582,0.7658124756245842,15.12536384274291
NORTHEAST,Bâtiments Commerciaux et Administratifs,1988.0,1.0,4.0,5.0,6.025206560671814,0.4493288402990612,0.5506711597009387,16.79705967438236
NORTHEAST,Bâtiments Commerciaux et Administratifs,1994.0,1.0,4.0,21.0,6.094121852789816,0.4981335870679019,0.5018664129320981,15.946460233452019
BALLARD,Bâtiments Industriels et de Stockage,1946.0,2.0,2.0,,8.344486574542458,0.0,1.0,15.62001479978869
SOUTHWEST,Bâtiments Industriels et de Stockage,1997.0,1.0,4.0,83.0,4.916242683009551,0.0,1.0,13.97983159394231
LAKE UNION,Bâtiments de Soins de Santé,2000.0,1.0,7.0,23.0,2.4261365952235945,0.4280004551531875,0.5719995448468125,17.580842057957486
NORTH,Bâtiments de Vente et de Services,1995.0,1.0,2.0,78.0,13.555407980467017,0.6080882947906721,0.39191170520932794,16.513064734683013
GREATER DUWAMISH,Bâtiments de Vente et de Services,2008.0,1.0,1.0,100.0,4.021687547464598,0.0,1.0,15.69077634502157
DELRIDGE,Bâtiments Autres,1955.0,1.0,1.0,,4.650117606176358,0.0,1.0,15.207257526564613
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1999.0,1.0,1.0,100.0,4.589221632728454,0.0,1.0,14.149181195196865
LAKE UNION,Bâtiments Autres,2001.0,1.0,3.0,,5.093291453721603,0.5577551632102536,0.44224483678974635,16.259743032167375
MAGNOLIA / QUEEN ANNE,Bâtiments Autres,1952.0,1.0,3.0,,3.434277039653177,0.19557040113147361,0.8044295988685264,15.743611706841863
NORTHWEST,Bâtiments de Vente et de Services,1997.0,1.0,1.0,72.0,12.885337539750212,0.0,1.0,16.00708810971096
NORTHWEST,Bâtiments Industriels et de Stockage,1999.0,1.0,3.0,38.0,13.21541140169908,0.0,1.0,13.593146546479923
NORTHWEST,Bâtiments Autres,1964.0,6.0,1.0,,13.427273737499437,0.0,1.0,16.126063225369226
NORTHWEST,Bâtiments de Vente et de Services,1984.0,1.0,1.0,56.0,13.692555292367196,0.0,1.0,16.442203693558554
NORTHWEST,Bâtiments de Vente et de Services,1967.0,1.0,1.0,79.0,13.349493125107252,0.0,1.0,16.661898209073104
NORTHWEST,Bâtiments de Vente et de Services,1997.0,1.0,1.0,78.0,13.199645718434885,0.0,1.0,16.00168261392512
LAKE UNION,Bâtiments Commerciaux et Administratifs,1988.0,1.0,3.0,73.0,5.325666324930439,0.2308758694618404,0.7691241305381596,15.423219276203469
LAKE UNION,Bâtiments Commerciaux et Administratifs,2000.0,1.0,4.0,84.0,5.1414788229650545,0.40586666666666665,0.5941333333333333,15.175907199393837
LAKE UNION,Bâtiments Commerciaux et Administratifs,2001.0,1.0,3.0,70.0,4.996340579624544,0.35098551660228444,0.6490144833977156,15.504391429027633
LAKE UNION,Bâtiments Commerciaux et Administratifs,1999.0,1.0,3.0,96.0,4.932398404168238,0.4087066704157576,0.5912933295842424,16.24256861461691
LAKE UNION,Bâtiments Commerciaux et Administratifs,1999.0,1.0,4.0,89.0,5.007154981302412,0.4234180180328273,0.5765819819671727,15.973282110720557
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1982.0,1.0,5.0,95.0,5.967346174220013,0.31098271820033563,0.6890172817996644,15.854635966737625
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1967.0,1.0,2.0,87.0,6.146950080689389,0.0,1.0,14.199628341345242
GREATER DUWAMISH,Bâtiments de Vente et de Services,1966.0,1.0,1.0,,6.10670010578159,0.0,1.0,13.992053366575725
BALLARD,Bâtiments Commerciaux et Administratifs,1925.0,1.0,6.0,,8.09655379897973,0.0659342996607574,0.9340657003392426,15.436004526345837
BALLARD,Bâtiments Industriels et de Stockage,1941.0,1.0,2.0,100.0,7.943375468066909,0.0,1.0,12.516914525328797
BALLARD,Bâtiments Autres,2008.0,1.0,5.0,,7.085111087561431,0.5651022550941713,0.43489774490582866,16.685016520267748
MAGNOLIA / QUEEN ANNE,Bâtiments Industriels et de Stockage,1988.0,1.0,4.0,,5.6223179467922755,0.17959522000414452,0.8204047799958555,13.050941084046105
MAGNOLIA / QUEEN ANNE,Bâtiments Industriels et de Stockage,1997.0,1.0,4.0,94.0,6.426605744390017,0.0,1.0,14.042574016394074
MAGNOLIA / QUEEN ANNE,Bâtiments Industriels et de Stockage,1956.0,1.0,3.0,,4.690969933215868,0.0,1.0,13.987562373523996
DOWNTOWN,Bâtiments Commerciaux et Administratifs,2002.0,1.0,10.0,88.0,0.733464277574951,0.21016654374938082,0.7898334562506192,15.867544352848071
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1966.0,1.0,1.0,33.0,6.4052650306443555,0.0,1.0,12.90433748973192
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1967.0,1.0,1.0,62.0,7.037145996521407,0.0,1.0,15.663316892935967
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1970.0,1.0,22.0,95.0,0.14269747470634406,0.4331065759637188,0.5668934240362812,16.007241070528202
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1967.0,1.0,1.0,72.0,7.037145996521407,0.0,1.0,14.375983906660764
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1969.0,1.0,1.0,26.0,6.538508234058439,0.0,1.0,14.848081240873332
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1966.0,1.0,1.0,49.0,6.293293205349866,0.0,1.0,14.245342534557048
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1966.0,1.0,1.0,63.0,6.227590315087394,0.0,1.0,13.177072537324735
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1964.0,1.0,1.0,96.0,6.170795991935086,0.0,1.0,14.381388554421592
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1987.0,1.0,6.0,98.0,2.4624449096138488,0.3613356721578198,0.6386643278421802,14.613031942936987
NORTHWEST,Bâtiments Industriels et de Stockage,1986.0,1.0,3.0,89.0,12.017358248438837,0.0,1.0,12.71776867178599
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1968.0,1.0,1.0,25.0,3.8817116979591386,0.0,1.0,16.12744907102242
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1949.0,1.0,1.0,1.0,4.033122794473168,0.0,1.0,16.87617388497994
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1980.0,1.0,1.0,80.0,3.8682684291523755,0.0,1.0,14.023437115873623
GREATER DUWAMISH,Bâtiments Autres,1940.0,1.0,1.0,,4.131847827086252,0.0,1.0,15.47308909032628
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1953.0,1.0,1.0,,4.296893973901327,0.0,1.0,16.673540294611207
NORTHWEST,Bâtiments de Vente et de Services,2003.0,1.0,1.0,41.0,9.8785063957123,0.12804207342224666,0.8719579265777533,16.528664844366464
NORTH,Bâtiments de Vente et de Services,1980.0,1.0,1.0,37.0,14.352014930640598,0.0,1.0,16.24132454209988
LAKE UNION,Bâtiments Commerciaux et Administratifs,2005.0,1.0,6.0,95.0,1.711728106062014,0.37065637065637064,0.6293436293436293,16.03472523760877
LAKE UNION,Bâtiments de Vente et de Services,1996.0,1.0,4.0,42.0,1.6850049066704524,0.6060195145601649,0.39398048543983516,16.161486886151348
CENTRAL,Bâtiments Commerciaux et Administratifs,1914.0,1.0,2.0,32.0,2.2035610315959038,0.0,1.0,15.510071390374987
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1970.0,1.0,1.0,89.0,2.0878765016021665,0.0,1.0,15.09267661979144
NORTHEAST,Bâtiments Commerciaux et Administratifs,2006.0,1.0,3.0,26.0,7.101032522133685,0.4148988170886695,0.5851011829113305,15.626149434334254
CENTRAL,Bâtiments Autres,1926.0,1.0,3.0,,2.0701894113920924,0.0,1.0,16.31957624563627
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1991.0,1.0,2.0,92.0,4.574056868744146,0.0,1.0,15.98653408837265
LAKE UNION,Bâtiments Commerciaux et Administratifs,1978.0,1.0,4.0,,3.9696323084705263,0.36552087603208994,0.6344791239679101,15.406947521105222
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1989.0,1.0,2.0,94.0,7.576325928372505,0.0,1.0,14.561769384957199
LAKE UNION,Bâtiments Commerciaux et Administratifs,1990.0,1.0,5.0,62.0,2.2247624495313674,0.46080526792692966,0.5391947320730703,15.48666012471026
NORTH,Bâtiments de Vente et de Services,1950.0,1.0,2.0,97.0,11.421117714265959,0.0,1.0,15.867502405419756
NORTHWEST,Bâtiments Commerciaux et Administratifs,1974.0,1.0,5.0,53.0,11.389108760703412,0.0,1.0,16.04186461130626
NORTH,Bâtiments Autres,1969.0,1.0,2.0,,11.661946868151068,0.0,1.0,15.520670474482348
NORTHWEST,Bâtiments Commerciaux et Administratifs,1981.0,1.0,6.0,56.0,11.375045006329795,0.0,1.0,15.708092787795021
DELRIDGE,Bâtiments Industriels et de Stockage,1976.0,1.0,1.0,75.0,7.334237379910062,0.0,1.0,13.994739211660777
DELRIDGE,Bâtiments Industriels et de Stockage,1968.0,1.0,1.0,61.0,7.58289328561564,0.0,1.0,14.73297040615554
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,1986.0,1.0,5.0,95.0,2.973815184339313,0.4049886709645586,0.5950113290354414,15.349448221785124
NORTHWEST,Bâtiments Autres,2005.0,1.0,3.0,,11.5476584262964,0.5682401152117882,0.4317598847882118,15.770515580135337
NORTHWEST,Bâtiments Commerciaux et Administratifs,2005.0,1.0,3.0,,11.966139533843414,0.0,1.0,15.376966424613306
NORTHWEST,Bâtiments Industriels et de Stockage,1948.0,1.0,2.0,,10.378013895547674,0.0,1.0,13.878776277245615
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1980.0,1.0,1.0,14.0,8.684572657541308,0.0,1.0,14.580893163913204
NORTHWEST,Bâtiments Commerciaux et Administratifs,1961.0,1.0,3.0,21.0,11.06042735404882,0.0,1.0,16.590676394091563
NORTH,Bâtiments de Vente et de Services,1965.0,1.0,2.0,78.0,11.421117714265959,0.0,1.0,15.720366840380976
LAKE UNION,Bâtiments Commerciaux et Administratifs,2000.0,1.0,4.0,91.0,2.160910082952017,0.4058617846888592,0.5941382153111407,15.685214920606796
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1969.0,1.0,2.0,93.0,4.906424413380113,0.0,1.0,13.958098720206296
GREATER DUWAMISH,Bâtiments Autres,2000.0,1.0,1.0,,5.242502001561368,0.7843137254901961,0.21568627450980393,14.458116858370493
GREATER DUWAMISH,Bâtiments Autres,1973.0,1.0,1.0,,5.294657784117114,0.0,1.0,14.84151631086129
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1948.0,1.0,1.0,86.0,5.417576932556299,0.0,1.0,14.578909167695093
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1938.0,1.0,1.0,62.0,5.4238806886496125,0.0,1.0,15.033529008750468
MAGNOLIA / QUEEN ANNE,Bâtiments Commerciaux et Administratifs,2009.0,1.0,4.0,98.0,3.3887334663611903,0.34403934390196994,0.65596065609803,15.711231990331338
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1957.0,1.0,1.0,63.0,4.39547865594657,0.0,1.0,14.752005111155329
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1971.0,1.0,1.0,70.0,4.8504187156275975,0.0,1.0,14.842538942746808
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1956.0,1.0,1.0,65.0,4.39851554211073,0.0,1.0,14.879754634363445
LAKE UNION,Bâtiments Autres,1920.0,1.0,3.0,,2.934734301253122,0.37566333892864506,0.624336661071355,16.781800889948247
LAKE UNION,Bâtiments Commerciaux et Administratifs,1971.0,1.0,11.0,58.0,2.8145373707041625,0.0,1.0,16.478550771019826
LAKE UNION,Bâtiments Commerciaux et Administratifs,1970.0,1.0,7.0,70.0,3.2287200238574894,0.0,1.0,15.549329248561316
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1974.0,1.0,1.0,60.0,5.562809428087368,0.0,1.0,14.040512281806098
DOWNTOWN,Bâtiments Autres,1946.0,1.0,1.0,,1.6896369478344335,0.0,1.0,13.648148374707246
SOUTHEAST,Bâtiments de Vente et de Services,2002.0,1.0,1.0,32.0,10.561084542124021,0.0,1.0,16.422960377454114
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1904.0,1.0,5.0,88.0,0.674234186843729,0.0,1.0,14.856026022034522
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1906.0,1.0,7.0,64.0,0.7189792295700651,0.0,1.0,15.713073819588503
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1907.0,1.0,6.0,82.0,0.7175861055638625,0.0,1.0,14.9210309307799
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1900.0,1.0,4.0,87.0,0.5808846061846725,0.0,1.0,14.682671863125968
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1900.0,1.0,4.0,,0.518624646376525,0.0,1.0,14.588011401168437
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1900.0,1.0,6.0,,0.40387253737095274,0.17643318851329873,0.8235668114867013,15.134626984423948
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1900.0,1.0,4.0,79.0,0.6055673552312951,0.0,1.0,15.866924726665937
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1907.0,1.0,7.0,98.0,0.7255040064387085,0.0,1.0,15.31998454275579
DOWNTOWN,Bâtiments Autres,1906.0,1.0,3.0,,0.7539460874572682,0.0,1.0,14.524331941375822
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1922.0,1.0,1.0,83.0,1.3658420141593757,0.0,1.0,14.720587044581858
GREATER DUWAMISH,Bâtiments Autres,1953.0,1.0,2.0,,2.8517840256589984,0.0,1.0,15.343409293573206
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1962.0,1.0,2.0,56.0,3.169589589566971,0.0,1.0,15.060235090341834
GREATER DUWAMISH,Bâtiments Autres,1941.0,2.0,2.0,,2.2880870129362827,0.0,1.0,14.623912246814582
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1900.0,1.0,4.0,80.0,2.3796282933119643,0.2,0.8,15.291336388804298
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1954.0,1.0,1.0,69.0,1.9140117271605226,0.0,1.0,13.722476329965632
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1904.0,1.0,4.0,,1.1288337403225013,0.0,1.0,14.466201270959516
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1910.0,1.0,6.0,15.0,1.221110380871726,0.14285714285714285,0.8571428571428571,14.804559716050251
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1907.0,1.0,4.0,,1.2655992322851681,0.0,1.0,13.870740064046108
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1904.0,1.0,4.0,31.0,0.8898792531143057,0.0,1.0,15.529335872734977
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1909.0,1.0,6.0,81.0,0.9587275177681511,0.14344915524386356,0.8565508447561364,14.90491180493763
DOWNTOWN,Bâtiments Commerciaux et Administratifs,1904.0,1.0,7.0,81.0,0.7778652158202263,0.0,1.0,16.089993560197225
DOWNTOWN,Bâtiments Commerciaux et Administratifs,2009.0,1.0,7.0,43.0,0.8203587301121319,0.0,1.0,17.056817278693114
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1914.0,1.0,2.0,53.0,1.4476854141936732,0.0,1.0,15.62621616035112
GREATER DUWAMISH,Bâtiments Industriels et de Stockage,1926.0,1.0,7.0,26.0,2.376536987455687,0.0,1.0,15.285152467443162
GREATER DUWAMISH,Bâtiments Commerciaux et Administratifs,1930.0,1.0,3.0,16.0,2.502056347669653,0.0,1.0,15.446224619371195
